# C380-221 CERTIFICATE (official, batch 1)
# initial division N0=4 (h=pi/4); bisection: longest edge, tie-break a,b,c
# depth cap 12; outward inflation 1e-12; strict criterion L > 1/2
# a1 a2 b1 b2 c1 c2 witness_q certified_lower_bound
2.3561944901923448 2.454369260617026 1.5707963267948966 1.6689710972195777 2.748893571891069 2.9452431127404308 8 1.8284271247383632
2.5525440310417071 2.748893571891069 1.7671458676442586 1.9634954084936207 2.3561944901923448 2.748893571891069 7 1.1694005495736293
2.5525440310417071 2.748893571891069 1.5707963267948966 1.7671458676442586 2.5525440310417071 2.748893571891069 7 1.6667106990493221
2.5525440310417071 2.748893571891069 1.5707963267948966 1.7671458676442586 2.454369260617026 2.5525440310417071 7 1.0131233256999952
2.5525440310417071 2.748893571891069 1.6689710972195777 1.7671458676442586 2.3561944901923448 2.454369260617026 7 1.6728202531710417
2.5525440310417071 2.748893571891069 1.5707963267948966 1.6689710972195777 2.3561944901923448 2.454369260617026 5 0.52968017225541408
2.3561944901923448 2.5525440310417071 1.7671458676442586 1.9634954084936207 2.3561944901923448 2.748893571891069 3 1.1186376776968208
2.454369260617026 2.5525440310417071 1.5707963267948966 1.7671458676442586 2.5525440310417071 2.748893571891069 5 0.63362487921680266
2.3561944901923448 2.454369260617026 1.5707963267948966 1.7671458676442586 2.5525440310417071 2.748893571891069 3 0.56011004127721775
2.3561944901923448 2.5525440310417071 1.5707963267948966 1.7671458676442586 2.3561944901923448 2.5525440310417071 3 0.58527096603844053
2.9452431127404308 3.1415926535897931 1.9634954084936207 2.3561944901923448 1.9634954084936207 2.3561944901923448 6 0.76536686472032944
2.748893571891069 2.9452431127404308 2.1598449493429825 2.3561944901923448 2.1598449493429825 2.3561944901923448 11 1.3506378307687712
2.748893571891069 2.9452431127404308 2.1598449493429825 2.3561944901923448 1.9634954084936207 2.1598449493429825 3 0.67515387027138551
2.748893571891069 2.9452431127404308 1.9634954084936207 2.1598449493429825 1.9634954084936207 2.3561944901923448 3 0.89192662159644875
3.043417883165112 3.1415926535897931 2.1598449493429825 2.3561944901923448 1.7671458676442586 1.9634954084936207 6 1.2802557922309652
2.9452431127404308 3.043417883165112 2.2580197197676637 2.3561944901923448 1.7671458676442586 1.9634954084936207 2 0.53369888847091917
2.9452431127404308 3.043417883165112 2.1598449493429825 2.2580197197676637 1.7671458676442586 1.9634954084936207 6 1.4938238983948555
3.043417883165112 3.1415926535897931 2.1598449493429825 2.3561944901923448 1.5707963267948966 1.7671458676442586 4 0.55486584620264789
2.9452431127404308 3.043417883165112 2.2580197197676637 2.3561944901923448 1.5707963267948966 1.7671458676442586 8 1.4142135623636796
2.9452431127404308 3.043417883165112 2.1598449493429825 2.2580197197676637 1.5707963267948966 1.7671458676442586 6 0.87650733076086995
2.9452431127404308 3.1415926535897931 1.9634954084936207 2.1598449493429825 1.5707963267948966 1.9634954084936207 6 1.1795804270950065
2.748893571891069 2.9452431127404308 2.2580197197676637 2.3561944901923448 1.7671458676442586 1.9634954084936207 11 1.2557008945833479
2.748893571891069 2.9452431127404308 2.1598449493429825 2.2580197197676637 1.7671458676442586 1.9634954084936207 3 0.65647353710333811
2.748893571891069 2.9452431127404308 2.1598449493429825 2.3561944901923448 1.5707963267948966 1.7671458676442586 11 1.1555475087526246
2.748893571891069 2.9452431127404308 1.9634954084936207 2.1598449493429825 1.7671458676442586 1.9634954084936207 3 0.74039007342937846
2.8470683423157501 2.9452431127404308 2.0616701789183018 2.1598449493429825 1.6689710972195777 1.7671458676442586 3 0.5889160134483773
2.8470683423157501 2.9452431127404308 1.9634954084936207 2.0616701789183018 1.6689710972195777 1.7671458676442586 4 0.70710678117714465
2.748893571891069 2.8470683423157501 1.9634954084936207 2.1598449493429825 1.6689710972195777 1.7671458676442586 3 0.86925717394147783
2.8470683423157501 2.9452431127404308 2.0616701789183018 2.1598449493429825 1.5707963267948966 1.6689710972195777 9 1.2801094152659156
2.8470683423157501 2.9452431127404308 1.9634954084936207 2.0616701789183018 1.5707963267948966 1.6689710972195777 4 0.923879532502208
2.748893571891069 2.8470683423157501 1.9634954084936207 2.1598449493429825 1.5707963267948966 1.6689710972195777 3 0.5789724966869717
3.043417883165112 3.1415926535897931 1.7671458676442586 1.9634954084936207 2.1598449493429825 2.3561944901923448 4 0.84775906501480791
2.9452431127404308 3.043417883165112 1.8653206380689396 1.9634954084936207 2.2580197197676637 2.3561944901923448 6 1.155547508752621
2.9452431127404308 3.043417883165112 1.7671458676442586 1.8653206380689396 2.2580197197676637 2.3561944901923448 4 1.1795804270950114
2.9452431127404308 3.043417883165112 1.7671458676442586 1.9634954084936207 2.1598449493429825 2.2580197197676637 6 0.55557023301006991
2.9452431127404308 3.1415926535897931 1.7671458676442586 1.9634954084936207 1.9634954084936207 2.1598449493429825 4 0.70710678117742554
2.9452431127404308 3.1415926535897931 1.5707963267948966 1.7671458676442586 1.9634954084936207 2.3561944901923448 4 1.8284271247383597
2.748893571891069 2.9452431127404308 1.8653206380689396 1.9634954084936207 2.2580197197676637 2.3561944901923448 3 0.59018846329884544
2.748893571891069 2.9452431127404308 1.7671458676442586 1.8653206380689396 2.2580197197676637 2.3561944901923448 11 1.276439365248073
2.748893571891069 2.9452431127404308 1.8653206380689396 1.9634954084936207 2.1598449493429825 2.2580197197676637 3 0.76500294646088851
2.748893571891069 2.9452431127404308 1.7671458676442586 1.8653206380689396 2.1598449493429825 2.2580197197676637 11 0.76442290607737706
2.748893571891069 2.9452431127404308 1.8653206380689396 1.9634954084936207 1.9634954084936207 2.1598449493429825 3 0.80696121462390868
2.748893571891069 2.9452431127404308 1.7671458676442586 1.8653206380689396 1.9634954084936207 2.1598449493429825 7 0.54219227235346112
2.748893571891069 2.9452431127404308 1.5707963267948966 1.7671458676442586 2.1598449493429825 2.3561944901923448 11 0.96045718673647795
2.748893571891069 2.9452431127404308 1.5707963267948966 1.7671458676442586 1.9634954084936207 2.1598449493429825 4 0.70710678117742642
2.9452431127404308 3.1415926535897931 1.5707963267948966 1.9634954084936207 1.5707963267948966 1.9634954084936207 4 1.4142135623636796
2.748893571891069 2.9452431127404308 1.7671458676442586 1.9634954084936207 1.7671458676442586 1.9634954084936207 7 0.75786965305329179
2.748893571891069 2.9452431127404308 1.7671458676442586 1.9634954084936207 1.5707963267948966 1.7671458676442586 4 0.70710678117684
2.748893571891069 2.9452431127404308 1.5707963267948966 1.7671458676442586 1.5707963267948966 1.9634954084936207 4 1.4142135623636805
2.3561944901923448 2.748893571891069 1.9634954084936207 2.3561944901923448 1.5707963267948966 2.3561944901923448 3 0.64884669763365332
2.5525440310417071 2.748893571891069 1.7671458676442586 1.9634954084936207 1.9634954084936207 2.3561944901923448 3 1.0528803824863537
2.5525440310417071 2.748893571891069 1.6689710972195777 1.7671458676442586 2.2580197197676637 2.3561944901923448 3 0.5223092709558248
2.6507188014663878 2.748893571891069 1.5707963267948966 1.6689710972195777 2.2580197197676637 2.3561944901923448 7 0.85257433834251506
2.5525440310417071 2.6507188014663878 1.5707963267948966 1.6689710972195777 2.2580197197676637 2.3561944901923448 3 0.51107250051772957
2.5525440310417071 2.748893571891069 1.6689710972195777 1.7671458676442586 2.1598449493429825 2.2580197197676637 3 0.69712375411786787
2.6507188014663878 2.748893571891069 1.5707963267948966 1.6689710972195777 2.1598449493429825 2.2580197197676637 7 0.84775906501480991
2.5525440310417071 2.6507188014663878 1.5707963267948966 1.6689710972195777 2.1598449493429825 2.2580197197676637 3 0.68588698367977263
